"ID","Sale_Amount"
195008,"120000"
195012,"325000"
195015,"171000"
195021,"164800"
195024,"535625"
195025,"249900"
195032,"113500"
195038,"190000"
195044,"1650000"
195051,"10000"
195053,"145000"
195060,"150900"
195061,"518000"
195063,"955000"
195066,"249000"
195076,"285000"
195078,"200000"
195092,"50000"
195104,"305000"
195121,"150000"
195124,"240000"
195131,"100000"
195134,"179900"
195151,"360000"
195153,"250000"
195154,"254700"
195158,"97000"
195163,"1250000"
195168,"369000"
195176,"216400"
195181,"343500"
195182,"211000"
195184,"157000"
195187,"199000"
195193,"169900"
195194,"169900"
195200,"29500"
195201,"407500"
195222,"154000"
195257,"390000"
195258,"422000"
195284,"585000"
195290,"130000"
195313,"99800"
195319,"107000"
195321,"412000"
195325,"35000"
195328,"434301"
195345,"6100000"
195350,"185000"
195356,"140000"
195357,"18000"
195361,"405000"
195363,"795000"
195372,"270000"
195374,"212500"
195378,"330000"
195380,"222000"
195386,"329900"
195388,"396000"
195391,"329900"
195392,"640000"
195393,"270000"
195399,"218000"
195401,"174000"
195405,"122000"
195408,"300000"
195409,"336000"
195411,"129000"
195418,"220000"
195427,"177000"
195429,"20000"
195439,"10000"
195444,"200000"
195470,"215000"
195471,"175000"
195472,"85000"
195474,"104000"
195476,"212850"
195477,"400000"
195479,"149900"
195486,"499000"
195493,"219500"
195496,"648000"
195500,"120000"
195503,"143000"
195507,"117290"
195514,"369000"
195522,"435000"
195528,"85900"
195534,"875000"
195539,"173900"
195544,"270000"
195551,"169000"
195553,"224900"
195555,"115000"
195558,"550000"
195567,"164000"
195574,"410000"
195575,"96000"
195582,"185000"
195589,"220500"
195591,"120000"
195598,"67900"
195599,"178000"
195604,"39900"
195608,"235000"
195609,"150000"
195612,"242000"
195619,"247500"
195620,"280000"
195629,"708000"
195633,"222500"
195639,"0"
195643,"75000"
195645,"180000"
195646,"290000"
195651,"125000"
195652,"179900"
195660,"115000"
195665,"295000"
195666,"215000"
195667,"19900"
195668,"91000"
195670,"415000"
195672,"185297"
195678,"160000"
195684,"370000"
195691,"171925"
195704,"104700"
195707,"103600"
195709,"695000"
195714,"345000"
195724,"211500"
195726,"0"
195727,"325375"
195729,"270000"
195730,"520000"
195732,"163000"
195734,"426000"
195739,"176500"
195740,"419250"
195745,"218000"
195747,"186000"
195752,"491003"
195755,"289900"
195771,"180000"
195772,"1995000"
195781,"335000"
195783,"187500"
195786,"90000"
195788,"105000"
195789,"179900"
195794,"375000"
195795,"32500"
195805,"961067"
195806,"327000"
195809,"57500"
195813,"195000"
195817,"330000"
195822,"549000"
195827,"188000"
195832,"75000"
195833,"102000"
195846,"152900"
195847,"133000"
195850,"225000"
195861,"287000"
195862,"282400"
195863,"328000"
195864,"145000"
195870,"88500"
195880,"225000"
195886,"274000"
195891,"105000"
195892,"125000"
195894,"293000"
195896,"106250"
195898,"500000"
195901,"165000"
195903,"295500"
195915,"199000"
195916,"344000"
195918,"0"
195922,"144000"
195932,"112000"
195933,"243000"
195937,"150900"
195944,"265000"
195949,"5000000"
195955,"275000"
195958,"255000"
195960,"210000"
195972,"280000"
195975,"154000"
195978,"229000"
195982,"177000"
195989,"155000"
195991,"275000"
195992,"105000"
195994,"145000"
195997,"284350"
195999,"265000"
196000,"325000"
196006,"185000"
196014,"199500"
196015,"150000"
196018,"195000"
196019,"288250"
196024,"230000"
196026,"480000"
196028,"394500"
196030,"515000"
196039,"115000"
196040,"267000"
196045,"197000"
196047,"125900"
196059,"245000"
196065,"331000"
196067,"34900"
196068,"227000"
196070,"140000"
196072,"160000"
196083,"465000"
196084,"154640"
196092,"245000"
196095,"452000"
196101,"295000"
196105,"10000"
196110,"265000"
196117,"154900"
196122,"1000000"
196123,"160000"
196125,"325000"
196131,"665550"
196133,"391858"
196138,"429432"
196148,"230000"
196154,"514000"
196156,"110000"
196157,"252450"
196170,"400000"
196174,"190000"
196179,"639900"
196180,"124500"
196184,"148700"
196189,"150000"
196194,"300000"
196202,"250000"
196204,"80000"
196207,"850000"
196212,"392500"
196221,"555957"
196228,"32000"
196234,"1500000"
196237,"176000"
196240,"159900"
196247,"114000"
196248,"370000"
196259,"125000"
196263,"330100"
196274,"475000"
196276,"175000"
196283,"55000"
196286,"271000"
196304,"380000"
196311,"651000"
196313,"90000"
196314,"654000"
196315,"142000"
196319,"70000"
196321,"1162500"
196339,"61000"
196351,"223000"
196354,"680000"
196356,"178000"
196359,"310000"
196360,"220000"
196370,"155000"
196371,"210000"
196372,"140000"
196376,"175000"
196378,"9167"
196379,"113000"
196380,"100000"
196383,"240000"
196386,"49900"
196391,"187500"
196392,"135500"
196394,"149000"
196397,"170000"
196409,"285000"
196422,"299900"
196425,"625000"
196429,"239900"
196431,"127000"
196433,"296867"
196440,"28900"
196444,"230000"
196455,"250000"
196458,"20000"
196464,"156000"
196471,"239000"
196472,"275900"
196473,"418000"
196476,"139000"
196483,"1220000"
196490,"220000"
196497,"452500"
196504,"290000"
196506,"3500000"
196507,"121500"
196508,"160000"
196509,"528500"
196522,"1750000"
196541,"399900"
196545,"346021"
196551,"140000"
196555,"484000"
196556,"151500"
196559,"324500"
196560,"126000"
196562,"165000"
196565,"930000"
196566,"136000"
196569,"262000"
196572,"398914"
196588,"118000"
196592,"167000"
196593,"138000"
196595,"150000"
196596,"350000"
196598,"321900"
196600,"123900"
196601,"25000"
196604,"345000"
196616,"215000"
196625,"139000"
196629,"180000"
196631,"207000"
196632,"162000"
196633,"385900"
196635,"240000"
196640,"291500"
196647,"147000"
196651,"325900"
196660,"675000"
196661,"460000"
196662,"350000"
196666,"285000"
196667,"134900"
196670,"425000"
196671,"174000"
196673,"255000"
196679,"403000"
196699,"146700"
196713,"260575"
196717,"392000"
196719,"125000"
196726,"216666"
196730,"279900"
196736,"122900"
196740,"20000"
196742,"179900"
196743,"65000"
196747,"2834"
196749,"180000"
196757,"89900"
196760,"2100000"
196761,"180000"
196765,"126000"
196768,"94000"
196769,"234000"
196775,"155000"
196777,"269900"
196778,"430000"
196779,"170000"
196787,"172000"
196789,"175000"
196797,"966900"
196799,"36000"
196800,"263800"
196801,"737000"
196802,"173000"
196805,"340000"
196808,"244900"
196813,"289900"
196814,"170000"
196819,"189900"
196821,"93000"
196825,"220000"
196828,"340000"
196830,"160000"
196831,"99000"
196838,"235000"
196849,"90152"
196856,"317000"
196862,"85000"
196865,"250000"
196867,"229900"
196874,"245000"
196875,"270000"
196882,"950000"
196884,"200000"
196886,"136500"
196893,"195000"
196906,"165000"
196911,"50000"
196912,"236000"
196914,"340948"
196916,"370000"
196922,"610500"
196933,"282500"
196934,"385000"
196935,"62500"
196939,"64900"
196943,"230000"
196944,"350000"
196957,"660000"
196963,"326249"
196973,"85000"
196977,"274000"
196980,"119000"
196985,"170877"
196990,"700000"
196999,"187000"
197000,"150000"
197003,"44000"
197009,"369500"
197010,"712500"
197012,"70000"
197020,"279900"
197026,"84900"
197027,"420000"
197034,"625000"
197039,"198000"
197043,"218500"
197045,"375000"
197047,"479900"
197050,"445000"
197051,"145000"
197053,"310000"
197056,"1221000"
197063,"550000"
197069,"217000"
197076,"551000"
197082,"175000"
197087,"213000"
197104,"1477000"
197109,"115500"
197110,"250000"
197117,"369000"
197119,"281000"
197127,"2757500"
197131,"142000"
197133,"90000"
197135,"172500"
197139,"340000"
197141,"325000"
197145,"410000"
197158,"95000"
197161,"536100"
197164,"131000"
197165,"795000"
197192,"215000"
197194,"395000"
197198,"237000"
197201,"127000"
197204,"255000"
197206,"75000"
197207,"93360"
197212,"148900"
197219,"269900"
197220,"127000"
197226,"165100"
197232,"144500"
197241,"149000"
197246,"113000"
197250,"707000"
197259,"434000"
197261,"419500"
197263,"120000"
197264,"420000"
197286,"45000"
197289,"150000"
197293,"80000"
197296,"374900"
197304,"82500"
197305,"189900"
197308,"38000"
197309,"368250"
197310,"185000"
197314,"520000"
197315,"309000"
197322,"370000"
197330,"1150000"
197332,"165000"
197333,"255000"
197341,"269000"
197350,"58000"
197353,"413000"
197354,"278900"
197357,"538718"
197364,"98000"
197370,"690000"
197377,"60000"
197388,"519900"
197394,"93000"
197399,"400000"
197403,"755000"
197405,"242900"
197409,"223500"
197413,"110000"
197419,"290000"
197420,"148000"
197422,"350000"
197431,"130000"
197433,"145000"
197434,"225000"
197435,"241500"
197436,"432500"
197448,"215000"
197450,"159900"
197461,"80000"
197463,"356000"
197470,"197000"
197477,"355000"
197480,"800000"
197484,"489900"
197487,"100000"
197489,"130000"
197492,"144900"
197495,"172500"
197496,"140000"
197497,"240000"
197501,"4500"
197505,"280000"
197515,"78000"
197519,"365000"
197523,"225000"
197524,"110000"
197531,"615101"
197534,"415000"
197541,"171000"
197548,"389900"
197550,"525000"
197552,"115000"
197554,"349450"
197556,"535200"
197558,"200000"
197562,"325828"
197572,"190000"
197573,"224900"
197577,"50000"
197584,"378000"
197596,"192000"
197599,"439000"
197615,"120000"
197616,"164800"
197629,"118000"
197638,"78000"
197640,"174000"
197642,"222900"
197660,"55035"
197661,"99500"
197664,"223000"
197668,"290000"
197670,"415000"
197674,"164000"
197678,"710000"
197682,"25000"
197687,"165000"
197690,"222000"
197691,"179000"
197702,"232500"
197705,"400000"
197706,"283500"
197711,"359000"
197715,"37500"
197716,"200000"
197727,"255000"
197734,"405000"
197735,"15000"
197738,"345000"
197740,"430000"
197750,"122000"
197755,"200000"
197763,"70000"
197770,"101000"
197771,"269000"
197772,"694000"
197776,"400000"
197800,"75700"
197813,"475000"
197818,"108500"
197819,"79000"
197822,"250000"
197832,"81000"
197834,"186000"
197842,"529500"
197846,"170000"
197850,"201250"
197851,"105000"
197858,"306854"
197865,"203598"
197868,"182500"
197883,"580000"
197899,"170000"
197906,"969000"
197908,"105000"
197915,"128500"
197916,"187000"
197922,"150000"
197924,"255000"
197927,"339000"
197929,"165000"
197941,"1300000"
197947,"1270000"
197955,"140000"
197957,"119000"
197958,"415000"
197961,"174500"
197969,"159000"
197972,"222500"
197980,"663500"
197982,"245000"
197983,"419900"
197991,"20000"
197996,"115000"
197997,"18000"
198020,"370000"
198023,"288000"
198025,"439900"
198066,"1195000"
198072,"540000"
198078,"267500"
198081,"282000"
198083,"133000"
198086,"522480"
198089,"331000"
198090,"342000"
198093,"475000"
198096,"290000"
198097,"79500"
198098,"195000"
198099,"399000"
198101,"436000"
198107,"1300000"
198116,"25000"
198122,"327415"
198134,"325000"
198136,"419900"
198139,"425000"
198145,"133800"
198147,"167500"
198148,"295000"
198152,"219000"
198159,"139000"
198177,"224000"
198183,"290000"
198195,"180000"
198213,"70000"
198216,"127000"
198218,"269900"
198221,"302000"
198222,"225000"
198224,"1999"
198231,"140000"
198234,"65000"
198241,"672500"
198242,"205000"
198243,"710000"
198245,"169000"
198247,"418000"
198248,"318500"
198258,"6350000"
198260,"197000"
198274,"75000"
198283,"325000"
198286,"617000"
198302,"77080"
198303,"150000"
198307,"169000"
198308,"879000"
198309,"130000"
198312,"75750"
198313,"910000"
198316,"450000"
198322,"701500"
198325,"220000"
198327,"56000"
198331,"122000"
198335,"37100"
198342,"169900"
198343,"240000"
198344,"183200"
198348,"101000"
198352,"352000"
198353,"127000"
198357,"190000"
198367,"112000"
198370,"147000"
198375,"219900"
198379,"129900"
198383,"268000"
198385,"87500"
198390,"312000"
198402,"155000"
198407,"175000"
198408,"505000"
198418,"198000"
198420,"134900"
198437,"352000"
198439,"220000"
198441,"545000"
198446,"3100000"
198451,"175000"
198456,"155000"
198458,"167350"
198462,"299000"
198468,"428000"
198476,"144000"
198477,"206000"
198479,"254900"
198481,"328888"
198486,"142000"
198491,"125000"
198492,"289900"
198500,"1150000"
198509,"188900"
198510,"1549000"
198517,"500000"
198530,"199900"
198531,"58000"
198539,"669900"
198541,"235000"
198542,"352500"
198550,"312000"
198569,"1284000"
198585,"50000"
198590,"259900"
198607,"580500"
198609,"559000"
198611,"370000"
198623,"146000"
198624,"1725000"
198626,"172500"
198637,"215000"
198645,"235000"
198646,"2350000"
198648,"132500"
198649,"74000"
198654,"245000"
198658,"415000"
198659,"220000"
198665,"130000"
198666,"870000"
198675,"1225000"
198677,"1750000"
198679,"424900"
198680,"32000"
198682,"61900"
198683,"544000"
198686,"219000"
198688,"490000"
198691,"139000"
198693,"218000"
198700,"154900"
198711,"48730"
198712,"204000"
198713,"535000"
198715,"465000"
198723,"287250"
198729,"545900"
198732,"1300000"
198735,"256000"
198736,"397500"
198741,"650000"
198746,"303000"
198750,"240000"
198763,"146000"
198766,"136000"
198768,"365000"
198769,"25000"
198770,"152000"
198774,"200000"
198789,"153000"
198799,"188000"
198800,"155000"
198803,"459000"
198805,"194900"
198811,"369900"
198812,"1070000"
198814,"219000"
198816,"167000"
198818,"249000"
198820,"85000"
198826,"359000"
198828,"305000"
198838,"143000"
198846,"250000"
198853,"311125"
198860,"280000"
198861,"136000"
198862,"160000"
198866,"135000"
198874,"110000"
198880,"129000"
198893,"237000"
198902,"60000"
198908,"113900"
198913,"103000"
198914,"800000"
198918,"345000"
198925,"325050"
198928,"145000"
198935,"49500"
198940,"188500"
198960,"302500"
198965,"329900"
198966,"392500"
198968,"165000"
198978,"199900"
198980,"132900"
198984,"342900"
198986,"781000"
198988,"50000"
198994,"71500"
198995,"360000"
198996,"1325000"
199000,"217500"
199001,"204900"
199003,"198000"
199004,"110700"
199010,"315000"
199017,"293194"
199019,"714000"
199022,"310000"
199023,"199000"
199026,"449900"
199030,"390000"
199033,"252500"
199034,"108000"
199035,"82500"
199037,"115000"
199054,"800000"
199058,"1395000"
199060,"1295000"
199061,"143800"
199063,"470000"
199071,"180000"
199082,"170900"
199091,"1300000"
199092,"115000"
199097,"172000"
199101,"181000"
199108,"125000"
199115,"295000"
199122,"475500"
199124,"356000"
199130,"253000"
199134,"425000"
199142,"735000"
199144,"200000"
199157,"217500"
199158,"167000"
199180,"400000"
199184,"140000"
199186,"232500"
199189,"165000"
199190,"190000"
199210,"142500"
199215,"12000"
199218,"265000"
199221,"89000"
199224,"429000"
199225,"334900"
199236,"290000"
199237,"95000"
199239,"180000"
199248,"256140"
199253,"68000"
199255,"1360000"
199258,"205000"
199267,"1335000"
199278,"100000"
199284,"350000"
199298,"253000"
199302,"380000"
199319,"10000"
199320,"55000"
199325,"164800"
199330,"1269000"
199335,"65000"
199337,"151000"
199340,"720000"
199348,"99900"
199354,"117500"
199356,"90000"
199362,"1340000"
199366,"106000"
199367,"709000"
199378,"246000"
199382,"302500"
199384,"489900"
199385,"235000"
199392,"232000"
199407,"2200000"
199420,"160000"
199423,"340000"
199424,"759000"
199426,"240000"
199427,"178500"
199434,"550000"
199435,"339500"
199439,"400000"
199440,"182000"
199442,"95000"
199444,"125000"
199447,"60000"
199448,"183800"
199450,"350000"
199454,"179000"
199461,"88900"
199462,"1500000"
199463,"925000"
199464,"287000"
199466,"10000"
199470,"400000"
199479,"178000"
199480,"175000"
199481,"350000"
199488,"65000"
199491,"225000"
199507,"160000"
199510,"225000"
199511,"175000"
199512,"49000"
199514,"629900"
199522,"206000"
199540,"250000"
199542,"185000"
199550,"29900"
199555,"435000"
199558,"250000"
199573,"142500"
199574,"556428"
199577,"210000"
199578,"2850000"
199584,"250000"
199585,"266500"
199586,"219900"
199591,"37000"
199598,"222000"
199606,"240000"
199618,"902042"
199624,"231000"
199626,"482500"
199631,"1000000"
199632,"100000"
199644,"379900"
199651,"169900"
199654,"780000"
199658,"518500"
199660,"535000"
199662,"175000"
199663,"145000"
199667,"26000"
199675,"475000"
199677,"345000"
199680,"214500"
199681,"512000"
199682,"160000"
199692,"168000"
199696,"130000"
199703,"159900"
199706,"640000"
199707,"381000"
199708,"160000"
199710,"295000"
199714,"640000"
199716,"598000"
199719,"200000"
199723,"235000"
199729,"399900"
199730,"789000"
199733,"2060000"
199734,"499900"
199736,"365000"
199738,"370000"
199742,"1709375"
199758,"246000"
199764,"12000"
199766,"20000"
199775,"108900"
199785,"173190"
199792,"245900"
199796,"430000"
199822,"455100"
199823,"205000"
199824,"250000"
199826,"209900"
199827,"69000"
199831,"144500"
199836,"210900"
199845,"190350"
199849,"159900"
199850,"217500"
199852,"259000"
199853,"162900"
199858,"92900"
199859,"229000"
199873,"120000"
199876,"170000"
199877,"140000"
199893,"293900"
199895,"46700"
199896,"335000"
199898,"492500"
199901,"2920660"
199903,"7950000"
199908,"272000"
199910,"165000"
199913,"97850"
199914,"217000"
199918,"172000"
199920,"180000"
199922,"255000"
199928,"249900"
199931,"69500"
199932,"49500"
199938,"191000"
199942,"230000"
199956,"70900"
199960,"250000"
199962,"97000"
199964,"158195"
199968,"225000"
199970,"343000"
199974,"361000"
199976,"49000"
199986,"51000"
199994,"240000"
200005,"655000"
200006,"189000"
200010,"185000"
200014,"5000"
200015,"7500"
200018,"525000"
200019,"130000"
200033,"800000"
200035,"170000"
200041,"305000"
200049,"156000"
200052,"150000"
200054,"144900"
200057,"271000"
200060,"6042500"
200066,"194000"
200073,"645000"
200075,"187000"
200079,"92000"
200081,"252000"
200082,"385000"
200088,"551000"
200100,"100000"
200103,"990000"
200105,"175000"
200108,"192000"
200110,"203000"
200128,"128000"
200132,"724000"
200140,"325000"
200143,"172000"
200147,"279900"
200167,"446983"
200169,"500000"
200172,"50000"
200180,"165500"
200181,"246000"
200185,"236000"
200190,"132500"
200194,"405000"
200200,"95000"
200202,"139000"
200204,"4000"
200205,"25000"
200216,"265000"
200223,"249900"
200224,"900000"
200226,"210000"
200228,"545000"
200232,"126000"
200238,"210000"
200246,"6989747"
200248,"135000"
200249,"687500"
200250,"239900"
200256,"323769"
200274,"35000"
200281,"100000"
200284,"108000"
200287,"42000"
200288,"128000"
200289,"210000"
200290,"200000"
200292,"36000"
200301,"254900"
200302,"252646"
200311,"282000"
200314,"267000"
200315,"22000"
200317,"279900"
200330,"248000"
200332,"5000"
200334,"175000"
200339,"352000"
200341,"155000"
200356,"220000"
200359,"845200"
200364,"148000"
200365,"639000"
200366,"315000"
200368,"450000"
200385,"485000"
200403,"0"
200407,"129900"
200409,"1035000"
200411,"131900"
200416,"149000"
200419,"78125"
200424,"475000"
200427,"148000"
200428,"198000"
200442,"118000"
200444,"1175000"
200445,"250000"
200449,"236000"
200451,"178000"
200462,"387000"
200465,"70000"
200472,"149900"
200475,"167000"
200479,"269900"
200483,"245000"
200489,"127000"
200497,"155000"
200498,"212000"
200499,"220000"
200501,"315000"
200502,"180000"
200506,"182000"
200510,"134900"
200532,"1450000"
200539,"156750"
200547,"224759"
200552,"1750000"
200555,"218500"
200558,"310000"
200561,"184000"
200562,"510000"
200569,"400000"
200574,"235000"
200575,"68000"
200581,"81426"
200583,"105000"
200590,"422218"
200594,"190000"
200599,"175000"
200604,"318000"
200607,"340000"
200610,"600000"
200613,"190000"
200617,"165000"
200625,"575000"
200630,"781100"
200641,"165900"
200644,"295000"
200646,"223000"
200647,"260000"
200650,"90000"
200652,"129263"
200666,"270000"
200669,"146000"
200672,"760000"
200680,"3379172"
200696,"3450000"
200700,"141000"
200712,"190900"
200718,"305000"
200725,"223000"
200739,"30000"
200744,"68000"
200745,"384000"
200746,"174500"
200747,"440000"
200748,"115000"
200755,"420000"
200756,"180000"
200757,"1250000"
200769,"123000"
200782,"278600"
200795,"91000"
200801,"0"
200804,"348500"
200806,"255900"
200809,"105"
200811,"322000"
200814,"525000"
200817,"1850000"
200818,"130000"
200826,"355000"
200833,"297900"
200834,"1075000"
200835,"283000"
200842,"315000"
200843,"230800"
200844,"110000"
200846,"800000"
200848,"136500"
200861,"45000"
200865,"400000"
200867,"375000"
200868,"194900"
200871,"607500"
200872,"228000"
200882,"113000"
200892,"201400"
200900,"197500"
200904,"570000"
200908,"84000"
200909,"498528"
200911,"49000"
200916,"280000"
200921,"347000"
200927,"440000"
200930,"585000"
200947,"860610"
200949,"152000"
200954,"295000"
200955,"147000"
200967,"600000"
200977,"190000"
200979,"385000"
200987,"198000"
200998,"156000"
201004,"444000"
201008,"205000"
201011,"345000"
201014,"222000"
201020,"195000"
201029,"1590500"
201033,"27500"
201044,"245000"
201060,"227000"
201074,"261000"
201076,"156000"
201078,"82000"
201080,"118000"
201091,"75500"
201095,"659000"
201096,"90000"
201102,"420000"
201105,"122000"
201111,"173000"
201113,"293000"
201120,"310000"
201123,"45050"
201128,"184000"
201142,"260000"
201149,"187500"
201161,"183000"
201162,"91900"
201163,"309130"
201165,"42000"
201169,"1750000"
201170,"135000"
201176,"80000"
201177,"162000"
201186,"355000"
201187,"200000"
201197,"200000"
201205,"146500"
201212,"212500"
201222,"225000"
201227,"1375000"
201233,"140000"
201241,"135000"
201243,"190000"
201244,"288000"
201246,"120000"
201249,"264900"
201267,"279900"
201271,"405000"
201282,"62500"
201284,"65000"
201288,"253500"
201299,"67000"
201305,"197500"
201319,"140000"
201322,"76000"
201330,"90000"
201333,"140000"
201340,"174000"
201360,"787000"
201365,"91500"
201369,"150000"
201371,"165000"
201372,"170000"
201373,"377500"
201378,"174250"
201388,"275000"
201393,"174500"
201394,"280000"
201395,"300000"
201397,"572500"
201404,"370680"
201411,"190000"
201413,"80000"
201420,"128000"
201425,"455000"
201427,"210000"
201429,"360000"
201431,"146000"
201436,"125612"
201439,"38000"
201441,"225000"
201444,"272000"
201451,"550000"
201460,"80000"
201465,"95000"
201467,"2200000"
201474,"192000"
201478,"275000"
201479,"289900"
201480,"825000"
201486,"82360"
201487,"224900"
201488,"455000"
201495,"156000"
201498,"86000"
201509,"445000"
201510,"40000"
201516,"180000"
201519,"800000"
201525,"369900"
201542,"1182500"
201543,"239000"
201551,"216000"
201559,"24900"
201563,"5000"
201569,"432500"
201572,"443000"
201575,"140000"
201577,"200000"
201580,"470000"
201581,"385000"
201586,"40000"
201587,"137500"
201589,"352930"
201595,"124500"
201603,"260000"
201605,"778217"
201607,"240000"
201610,"110000"
201612,"146500"
201619,"292150"
201625,"614856"
201629,"500000"
201630,"245200"
201638,"315000"
201642,"419900"
201659,"400000"
201666,"235000"
201668,"275000"
201671,"325000"
201687,"1200000"
201688,"395000"
201690,"338980"
201697,"135000"
201720,"60000"
201722,"120000"
201723,"900000"
201727,"137500"
201730,"75000"
201733,"167500"
201737,"81000"
201753,"442500"
201763,"290000"
201764,"0"
201771,"15000"
201772,"310000"
201774,"10000"
201775,"275000"
201781,"179000"
201784,"148000"
201787,"415000"
201797,"272000"
201800,"79900"
201807,"168000"
201813,"85500"
201814,"290000"
201823,"125000"
201824,"399000"
201834,"520000"
201835,"25000"
201844,"168000"
201849,"140000"
201852,"322165"
201855,"230000"
201865,"282000"
201866,"189000"
201868,"259900"
201874,"92000"
201878,"153000"
201881,"339900"
201884,"206900"
201885,"12500"
201886,"339900"
201894,"90000"
201895,"237000"
201903,"400000"
201907,"495000"
201910,"311400"
201912,"40000"
201913,"330000"
201914,"275000"
201935,"137000"
201936,"5000"
201941,"295000"
201948,"130000"
201964,"500000"
201966,"327000"
201971,"338000"
201973,"400000"
201986,"2500"
201987,"275000"
201990,"134000"
201992,"210000"
201993,"144000"
201995,"400000"
202004,"901000"
202006,"2400000"
202007,"162000"
202009,"225000"
202011,"332500"
202012,"190000"
202015,"112000"
202024,"229900"
202036,"560000"
202051,"449000"
202053,"140000"
202061,"220000"
202066,"110000"
202070,"265810"
202073,"402000"
202075,"168000"
202076,"478000"
202079,"230000"
202084,"272400"
202099,"371000"
202115,"355600"
202123,"652000"
202136,"3700000"
202137,"579000"
202138,"335000"
202143,"195000"
202149,"654500"
202151,"220000"
202159,"301000"
202160,"1150000"
202171,"374900"
202174,"280000"
202178,"88000"
202188,"197550"
202199,"195000"
202201,"214000"
202205,"229000"
202210,"234500"
202211,"151900"
202216,"775000"
202219,"48500"
202221,"156000"
202223,"180000"
202227,"195000"
202237,"80000"
202246,"310000"
202247,"168000"
202264,"485000"
202267,"140000"
202270,"230000"
202271,"365000"
202280,"724900"
202287,"330000"
202289,"185000"
202305,"160000"
202308,"725000"
202309,"36600"
202312,"81000"
202313,"231730"
202315,"420000"
202320,"225000"
202321,"100000"
202324,"187500"
202325,"162500"
202329,"355000"
202334,"144000"
202340,"107000"
202343,"129500"
202344,"0"
202349,"925000"
202356,"10000"
202359,"52500"
202364,"46200"
202372,"131000"
202373,"170000"
202383,"535000"
202384,"128900"
202386,"108500"
202388,"70000"
202391,"250000"
202398,"148000"
202403,"125000"
202406,"329000"
202415,"125000"
202416,"250000"
202421,"212500"
202422,"197000"
202427,"153000"
202432,"95000"
202435,"142000"
202439,"595000"
202443,"30000"
202448,"155000"
202449,"50000"
202465,"299900"
202472,"470000"
202478,"157900"
202491,"275000"
202494,"225000"
202510,"159900"
202515,"146500"
202520,"215000"
202524,"270000"
202537,"109500"
202539,"136900"
202541,"328000"
202547,"265000"
202548,"157000"
202569,"226000"
202572,"273000"
202576,"224000"
202582,"250000"
202586,"325000"
202587,"148000"
202588,"225000"
202590,"2704087"
202594,"150000"
202595,"210000"
202605,"240000"
202606,"179000"
202607,"30000"
202618,"419900"
202627,"825000"
202642,"234000"
202651,"175000"
202653,"28000"
202656,"69000"
202657,"175400"
202658,"1445000"
202660,"700000"
202663,"124900"
202672,"205176"
202673,"300000"
202682,"665000"
202690,"122000"
202701,"318000"
202706,"127000"
202711,"344900"
202715,"450000"
202718,"200000"
202719,"2050000"
202724,"158000"
202725,"205000"
202730,"430000"
202736,"140000"
202744,"834000"
202750,"40000"
202765,"54900"
202768,"41125"
202769,"70000"
202770,"76500"
202777,"157000"
202781,"329000"
202791,"16000"
202797,"90000"
202799,"193000"
202811,"1200000"
202812,"540000"
202813,"38000"
202817,"669000"
202819,"6600"
202823,"800000"
202826,"260000"
202834,"190000"
202839,"29500"
202844,"209000"
202848,"335000"
202860,"330000"
202861,"255000"
202863,"167000"
202870,"69900"
202873,"442000"
202884,"340000"
202894,"363500"
202899,"4100000"
202907,"340000"
202910,"40000"
202911,"168000"
202913,"269900"
202915,"120000"
202917,"395000"
202920,"235000"
202925,"150000"
202927,"327500"
202945,"154900"
202948,"243500"
202957,"419900"
202961,"230000"
202965,"123000"
202966,"299500"
202968,"172000"
202970,"539900"
202975,"1125000"
202979,"254900"
202982,"112500"
202989,"186901"
202990,"330000"
202996,"168000"
203005,"1145000"
203009,"118000"
203022,"1300000"
203026,"128750"
203027,"640000"
203029,"155000"
203030,"450000"
203031,"120200"
203033,"1200000"
203040,"535000"
203049,"320000"
203052,"145000"
203059,"392000"
203061,"165000"
203067,"30000"
203073,"139000"
203078,"219900"
203079,"306000"
203083,"135000"
203088,"287125"
203096,"86000"
203104,"485000"
203107,"60000"
203121,"420000"
203127,"80500"
203132,"150000"
203147,"148000"
203149,"330000"
203152,"135000"
203153,"299000"
203170,"750000"
203178,"161710"
203193,"145000"
203194,"183500"
203206,"189000"
203210,"244000"
203221,"300000"
203223,"240000"
203224,"228000"
203235,"235000"
203238,"184000"
203240,"179900"
203249,"281592"
203250,"353000"
203255,"450000"
203264,"34000"
203268,"176500"
203278,"62500"
203282,"170000"
203284,"460000"
203288,"319000"
203296,"525000"
203297,"149000"
203300,"85000"
203301,"421250"
203302,"200000"
203307,"138000"
203310,"1270000"
203312,"120000"
203318,"435000"
203324,"375000"
203325,"316800"
203338,"429200"
203342,"130000"
203345,"134000"
203360,"550000"
203379,"283204"
203399,"190000"
203406,"130000"
203414,"1350000"
203418,"45000"
203421,"390000"
203422,"260000"
203430,"50000"
203433,"350000"
203435,"586000"
203439,"215000"
203448,"290000"
203460,"362500"
203461,"179900"
203463,"6500"
203466,"237500"
203468,"490000"
203471,"111333"
203474,"40000"
203484,"491000"
203486,"140000"
203488,"3000"
203493,"0"
203495,"362000"
203499,"169000"
203501,"1428840"
203504,"229167"
203507,"169900"
203519,"861700"
203520,"412000"
203522,"183000"
203523,"299000"
203533,"360000"
203539,"239500"
